Up to date
60000,91378
59999,91380
59998,91378
59997,91376
59996,91368
59995,91373
59994,91371
59993,91369
59992,91367
59991,91362
59990,91365
59989,91363
59988,91361
59987,91361
59986,91358
59985,91357
59984,91353
59983,91355
59982,91352
59981,91349
59980,91348
59979,91346
59978,91349
59977,91342
59976,91339
59975,91346
59974,91344
59973,91342
59972,91339
59971,91336
59970,91331
59969,91335
59968,91333
59967,91331
59966,91329
59965,91328
59964,91326
59963,91326
59962,91323
59961,91321
59960,91320
59959,91318
59958,91320
59957,91317
59956,91314
59955,91313
59954,91311
59953,91313
59952,91310
59951,91307
59950,91303
59949,91306
59948,91304
59947,91298
59946,91301
59945,91300
59944,91298
59943,91296
59942,91294
59941,91291
59940,91279
59939,91290
59938,91288
59937,91285
59936,91282
59935,91281
59934,91281
59933,91279
59932,91277
59931,91274
59930,91273
59929,91273
59928,91271
59927,91268
59926,91265
59925,91260
59924,91264
59923,91262
59922,91259
59921,91256
59920,91255
59919,91253
59918,91251
59917,91248
59916,91245
59915,91244
59914,91243
59913,91244
59912,91241
59911,91238
59910,91231
59909,91222
59908,91239
59907,91237
59906,91234
59905,91233
59904,91231
59903,91231
59902,91228
59901,91225
59900,91224
59899,91224
59898,91224
59897,91221
59896,91218
59895,91217
59894,91217
59893,91215
59892,91212
59891,91209
59890,91208
59889,91206
59888,91208
59887,91205
59886,91202
59885,91201
59884,91199
59883,91199
59882,91196
59881,91194
59880,91188
59879,91193
59878,91191
59877,91188
59876,91185
59875,91181
59874,91186
59873,91184
59872,91181
59871,91179
59870,91178
59869,91176
59868,91174
59867,91171
59866,91168
59865,91162
59864,91167
59863,91163
59862,91157
59861,91160
59860,91159
59859,91157
59858,91154
59857,91153
59856,91150
59855,91151
59854,91131
59853,91151
59852,91149
59851,91146
59850,91145
59849,91145
59848,91143
59847,91141
59846,91138
59845,91133
59844,91137
59843,91133
59842,91131
59841,91128
59840,91127
59839,91125
59838,91126
59837,91124
59836,91121
59835,91116
59834,91120
59833,91118
59832,91115
59831,91113
59830,91112
59829,91111
59828,91110
59827,91108
59826,91107
59825,91106
59824,91095
59823,91106
59822,91103
59821,91100
59820,91099
59819,91097
59818,91093
59817,91090
59816,91087
59815,91086
59814,91086
59813,91084
59812,91084
59811,91081
59810,91072
59809,91080
59808,91076
59807,91073
59806,91070
59805,91069
59804,91069
59803,91067
59802,91065
59801,91063
59800,91062
59799,91060
59798,91058
59797,91055
59796,91052
59795,91051
59794,91049
59793,91047
59792,91045
59791,91042
59790,91041
59789,91039
59788,91037
59787,91034
59786,91031
59785,91030
59784,91028
59783,91028
59782,91025
59781,91025
59780,91022
59779,91023
59778,91024
59777,91021
59776,91019
59775,91008
59774,91018
59773,91016
59772,91013
59771,91010
59770,91009
59769,91003
59768,91008
59767,91007
59766,91004
59765,91003
59764,91005
59763,91001
59762,91001
59761,90998
59760,90995
59759,90988
59758,90999
59757,90996
59756,90993
59755,90992
59754,90990
59753,90988
59752,90985
59751,90982
59750,90977
59749,90981
59748,90977
59747,90975
59746,90972
59745,90971
59744,90969
59743,90967
59742,90965
59741,90962
59740,90961
59739,90954
59738,90961
59737,90958
59736,90955
59735,90954
59734,90957
59733,90953
59732,90953
59731,90950
59730,90950
59729,90949
59728,90948
59727,90948
59726,90945
59725,90944
59724,90943
59723,90944
59722,90942
59721,90939
59720,90932
59719,90938
59718,90934
59717,90931
59716,90928
59715,90927
59714,90910
59713,90927
59712,90924
59711,90921
59710,90920
59709,90920
59708,90918
59707,90918
59706,90915
59705,90912
59704,90914
59703,90912
59702,90909
59701,90906
59700,90905
59699,90903
59698,90901
59697,90903
59696,90898
59695,90897
59694,90900
59693,90897
59692,90896
59691,90894
59690,90889
59689,90886
59688,90893
59687,90890
59686,90887
59685,90881
59684,90886
59683,90884
59682,90882
59681,90879
59680,90879
59679,90877
59678,90878
59677,90876
59676,90873
59675,90872
59674,90856
59673,90870
59672,90868
59671,90865
59670,90862
59669,90864
59668,90862
59667,90860
59666,90857
59665,90852
59664,90856
59663,90852
59662,90849
59661,90847
59660,90846
59659,90844
59658,90842
59657,90840
59656,90837
59655,90832
59654,90836
59653,90832
59652,90830
59651,90827
59650,90826
59649,90827
59648,90826
59647,90824
59646,90821
59645,90815
59644,90820
59643,90818
59642,90815
59641,90813
59640,90806
59639,90812
59638,90810
59637,90807
59636,90804
59635,90803
59634,90801
59633,90803
59632,90800
59631,90797
59630,90796
59629,90797
59628,90793
59627,90794
59626,90791
59625,90790
59624,90780
59623,90790
59622,90788
59621,90785
59620,90784
59619,90782
59618,90780
59617,90778
59616,90776
59615,90775
59614,90776
59613,90775
59612,90773
59611,90771
59610,90770
59609,90769
59608,90770
59607,90768
59606,90765
59605,90764
59604,90763
59603,90764
59602,90761
59601,90759
59600,90752
59599,90758
59598,90754
59597,90751
59596,90749
59595,90747
59594,90745
59593,90748
59592,90745
59591,90742
59590,90741
59589,90741
59588,90739
59587,90738
59586,90736
59585,90735
59584,90735
59583,90733
59582,90731
59581,90728
59580,90727
59579,90723
59578,90725
59577,90722
59576,90719
59575,90722
59574,90720
59573,90720
59572,90718
59571,90716
59570,90715
59569,90713
59568,90711
59567,90709
59566,90706
59565,90698
59564,90705
59563,90705
59562,90702
59561,90699
59560,90696
59559,90698
59558,90696
59557,90694
59556,90692
59555,90691
59554,90689
59553,90685
59552,90682
59551,90679
59550,90682
59549,90680
59548,90678
59547,90675
59546,90670
59545,90669
59544,90672
59543,90669
59542,90669
59541,90666
59540,90666
59539,90664
59538,90665
59537,90662
59536,90660
59535,90659
59534,90657
59533,90655
59532,90652
59531,90649
59530,90633
59529,90648
59528,90647
59527,90645
59526,90642
59525,90637
59524,90641
59523,90637
59522,90634
59521,90631
59520,90630
59519,90620
59518,90628
59517,90625
59516,90622
59515,90616
59514,90621
59513,90619
59512,90616
59511,90613
59510,90614
59509,90618
59508,90614
59507,90612
59506,90609
59505,90608
59504,90602
59503,90606
59502,90603
59501,90601
59500,90597
59499,90600
59498,90598
59497,90596
59496,90595
59495,90593
59494,90594
59493,90591
59492,90591
59491,90588
59490,90587
59489,90585
59488,90583
59487,90580
59486,90577
59485,90570
59484,90576
59483,90574
59482,90571
59481,90568
59480,90553
59479,90568
59478,90567
59477,90565
59476,90562
59475,90561
59474,90559
59473,90557
59472,90554
59471,90551
59470,90550
59469,90550
59468,90550
59467,90547
59466,90544
59465,90521
59464,90527
59463,90543
59462,90541
59461,90538
59460,90519
59459,90537
59458,90535
59457,90532
59456,90529
59455,90528
59454,90523
59453,90519
59452,90526
59451,90523
59450,90515
59449,90522
59448,90518
59447,90515
59446,90513
59445,90512
59444,90511
59443,90512
59442,90510
59441,90507
59440,90505
59439,90508
59438,90506
59437,90504
59436,90501
59435,90496
59434,90500
59433,90496
59432,90496
59431,90493
59430,90488
59429,90492
59428,90488
59427,90486
59426,90483
59425,90482
59424,90482
59423,90480
59422,90480
59421,90477
59420,90469
59419,90476
59418,90474
59417,90471
59416,90468
59415,90467
59414,90465
59413,90461
59412,90459
59411,90456
59410,90451
59409,90455
59408,90451
59407,90448
59406,90445
59405,90444
59404,90442
59403,90442
59402,90439
59401,90436
59400,90435
59399,90426
59398,90434
59397,90434
59396,90431
59395,90428
59394,90430
59393,90428
59392,90426
59391,90423
59390,90422
59389,90420
59388,90422
59387,90419
59386,90416
59385,90415
59384,90415
59383,90413
59382,90413
59381,90410
59380,90409
59379,90407
59378,90403
59377,90406
59376,90403
59375,90400
59374,90402
59373,90400
59372,90397
59371,90394
59370,90393
59369,90398
59368,90396
59367,90393
59366,90391
59365,90390
59364,90386
59363,90388
59362,90385
59361,90382
59360,90381
59359,90382
59358,90380
59357,90380
59356,90377
59355,90374
59354,90376
59353,90374
59352,90371
59351,90368
59350,90367
59349,90365
59348,90363
59347,90361
59346,90359
59345,90357
59344,90358
59343,90359
59342,90356
59341,90354
59340,90353
59339,90351
59338,90349
59337,90347
59336,90344
59335,90339
59334,90343
59333,90339
59332,90337
59331,90336
59330,90335
59329,90331
59328,90333
59327,90330
59326,90327
59325,90322
59324,90326
59323,90324
59322,90321
59321,90318
59320,90317
59319,90310
59318,90315
59317,90313
59316,90310
59315,90309
59314,90307
59313,90308
59312,90305
59311,90303
59310,90302
59309,90300
59308,90298
59307,90295
59306,90292
59305,90289
59304,90291
59303,90289
59302,90287
59301,90284
59300,90279
59299,90283
59298,90281
59297,90278
59296,90275
59295,90274
59294,90261
59293,90274
59292,90272
59291,90269
59290,90264
59289,90256
59288,90268
59287,90265
59286,90262
59285,90257
59284,90261
59283,90257
59282,90254
59281,90252
59280,90250
59279,90248
59278,90251
59277,90246
59276,90243
59275,90244
59274,90248
59273,90244
59272,90242
59271,90239
59270,90238
59269,90238
59268,90238
59267,90235
59266,90232
59265,90231
59264,90229
59263,90230
59262,90228
59261,90225
59260,90222
59259,90224
59258,90222
59257,90220
59256,90217
59255,90216
59254,90216
59253,90214
59252,90213
59251,90211
59250,90210
59249,90202
59248,90210
59247,90207
59246,90204
59245,90198
59244,90203
59243,90201
59242,90198
59241,90196
59240,90181
59239,90195
59238,90193
59237,90190
59236,90187
59235,90186
59234,90184
59233,90180
59232,90179
59231,90177
59230,90176
59229,90176
59228,90176
59227,90174
59226,90172
59225,90171
59224,90171
59223,90169
59222,90167
59221,90165
59220,90161
59219,90164
59218,90161
59217,90160
59216,90158
59215,90156
59214,90157
59213,90154
59212,90154
59211,90151
59210,90146
59209,90150
59208,90152
59207,90149
59206,90146
59205,90145
59204,90144
59203,90145
59202,90143
59201,90140
59200,90136
59199,90139
59198,90136
59197,90136
59196,90133
59195,90126
59194,90132
59193,90130
59192,90127
59191,90124
59190,90121
59189,90123
59188,90121
59187,90120
59186,90118
59185,90113
59184,90117
59183,90113
59182,90110
59181,90108
59180,90107
59179,90107
59178,90105
59177,90103
59176,90101
59175,90100
59174,90096
59173,90098
59172,90095
59171,90092
59170,90088
59169,90092
59168,90091
59167,90089
59166,90086
59165,90085
59164,90083
59163,90079
59162,90077
59161,90074
59160,90073
59159,90071
59158,90070
59157,90068
59156,90065
59155,90060
59154,90064
59153,90060
59152,90058
59151,90055
59150,90053
59149,90056
59148,90054
59147,90052
59146,90049
59145,90048
59144,90046
59143,90044
59142,90041
59141,90038
59140,90037
59139,90037
59138,90037
59137,90034
59136,90031
59135,90034
59134,90030
59133,90032
59132,90029
59131,90026
59130,90023
59129,90025
59128,90023
59127,90021
59126,90018
59125,90013
59124,90017
59123,90013
59122,90010
59121,90007
59120,90006
59119,90004
59118,90006
59117,90003
59116,90000
59115,89988
59114,89999
59113,89997
59112,89994
59111,89991
59110,89990
59109,89990
59108,89988
59107,89988
59106,89985
59105,89983
59104,89984
59103,89986
59102,89983
59101,89980
59100,89979
59099,89981
59098,89979
59097,89977
59096,89974
59095,89973
59094,89973
59093,89971
59092,89968
59091,89966
59090,89965
59089,89963
59088,89961
59087,89958
59086,89955
59085,89954
59084,89947
59083,89954
59082,89951
59081,89948
59080,89947
59079,89946
59078,89945
59077,89944
59076,89942
59075,89938
59074,89941
59073,89939
59072,89937
59071,89936
59070,89935
59069,89933
59068,89931
59067,89930
59066,89928
59065,89925
59064,89927
59063,89925
59062,89922
59061,89919
59060,89918
59059,89916
59058,89914
59057,89911
59056,89908
59055,89907
59054,89907
59053,89905
59052,89905
59051,89902
59050,89902
59049,89901
59048,89900
59047,89898
59046,89895
59045,89894
59044,89890
59043,89892
59042,89892
59041,89889
59040,89885
59039,89888
59038,89886
59037,89884
59036,89881
59035,89880
59034,89864
59033,89878
59032,89868
59031,89875
59030,89874
59029,89872
59028,89868
59027,89866
59026,89863
59025,89862
59024,89861
59023,89862
59022,89860
59021,89857
59020,89857
59019,89855
59018,89856
59017,89854
59016,89851
59015,89851
59014,89849
59013,89850
59012,89848
59011,89845
59010,89844
59009,89842
59008,89838
59007,89835
59006,89833
59005,89832
59004,89830
59003,89828
59002,89825
59001,89822
59000,89821
58999,89822
58998,89823
58997,89820
58996,89818
58995,89817
58994,89815
58993,89813
58992,89813
58991,89810
58990,89809
58989,89805
58988,89809
58987,89806
58986,89803
58985,89801
58984,89801
58983,89802
58982,89797
58981,89799
58980,89794
58979,89798
58978,89794
58977,89794
58976,89791
58975,89790
58974,89763
58973,89788
58972,89786
58971,89783
58970,89783
58969,89781
58968,89782
58967,89779
58966,89777
58965,89776
58964,89769
58963,89776
58962,89773
58961,89770
58960,89769
58959,89767
58958,89765
58957,89762
58956,89759
58955,89758
58954,89756
58953,89751
58952,89753
58951,89748
58950,89747
58949,89750
58948,89747
58947,89746
58946,89744
58945,89743
58944,89742
58943,89741
58942,89739
58941,89737
58940,89733
58939,89736
58938,89733
58937,89732
58936,89730
58935,89725
58934,89729
58933,89725
58932,89722
58931,89719
58930,89718
58929,89714
58928,89718
58927,89715
58926,89713
58925,89712
58924,89709
58923,89712
58922,89710
58921,89707
58920,89704
58919,89706
58918,89707
58917,89704
58916,89702
58915,89701
58914,89702
58913,89699
58912,89699
58911,89696
58910,89695
58909,89694
58908,89695
58907,89692
58906,89689
58905,89688
58904,89696
58903,89692
58902,89689
58901,89686
58900,89684
58899,89685
58898,89683
58897,89682
58896,89680
58895,89679
58894,89677
58893,89675
58892,89675
58891,89672
58890,89671
58889,89671
58888,89669
58887,89669
58886,89666
58885,89659
58884,89665
58883,89663
58882,89660
58881,89657
58880,89656
58879,89651
58878,89656
58877,89654
58876,89651
58875,89647
58874,89650
58873,89647
58872,89647
58871,89644
58870,89638
58869,89643
58868,89641
58867,89638
58866,89636
58865,89628
58864,89626
58863,89635
58862,89632
58861,89629
58860,89626
58859,89628
58858,89624
58857,89624
58856,89621
58855,89620
58854,89620
58853,89618
58852,89616
58851,89613
58850,89610
58849,89612
58848,89610
58847,89607
58846,89605
58845,89604
58844,89602
58843,89602
58842,89599
58841,89596
58840,89595
58839,89599
58838,89595
58837,89593
58836,89592
58835,89591
58834,89589
58833,89587
58832,89585
58831,89583
58830,89578
58829,89576
58828,89582
58827,89579
58826,89576
58825,89571
58824,89575
58823,89574
58822,89572
58821,89569
58820,89564
58819,89553
58818,89568
58817,89565
58816,89562
58815,89559
58814,89561
58813,89559
58812,89557
58811,89554
58810,89553
58809,89544
58808,89553
58807,89550
58806,89547
58805,89546
58804,89544
58803,89542
58802,89540
58801,89538
58800,89535
58799,89537
58798,89535
58797,89534
58796,89532
58795,89531
58794,89528
58793,89529
58792,89527
58791,89524
58790,89523
58789,89516
58788,89523
58787,89520
58786,89517
58785,89516
58784,89516
58783,89516
58782,89513
58781,89510
58780,89509
58779,89513
58778,89509
58777,89508
58776,89506
58775,89505
58774,89502
58773,89503
58772,89500
58771,89498
58770,89488
58769,89497
58768,89493
58767,89491
58766,89486
58765,89485
58764,89489
58763,89485
58762,89483
58761,89481
58760,89470
58759,89480
58758,89478
58757,89476
58756,89473
58755,89472
58754,89457
58753,89470
58752,89467
58751,89464
58750,89468
58749,89466
58748,89464
58747,89463
58746,89461
58745,89460
58744,89458
58743,89456
58742,89451
58741,89453
58740,89448
58739,89452
58738,89448
58737,89445
58736,89442
58735,89441
58734,89432
58733,89439
58732,89436
58731,89433
58730,89432
58729,89428
58728,89430
58727,89427
58726,89424
58725,89411
58724,89423
58723,89421
58722,89418
58721,89415
58720,89414
58719,89412
58718,89409
58717,89409
58716,89406
58715,89396
58714,89405
58713,89401
58712,89398
58711,89395
58710,89394
58709,89393
58708,89392
58707,89387
58706,89389
58705,89385
58704,89388
58703,89385
58702,89384
58701,89382
58700,89379
58699,89381
58698,89379
58697,89376
58696,89373
58695,89372
58694,89371
58693,89370
58692,89368
58691,89366
58690,89350
58689,89348
58688,89365
58687,89362
58686,89359
58685,89356
58684,89358
58683,89356
58682,89354
58681,89351
58680,89350
58679,89348
58678,89346
58677,89343
58676,89340
58675,89339
58674,89341
58673,89339
58672,89337
58671,89334
58670,89336
58669,89334
58668,89333
58667,89331
58666,89328
58665,89325
58664,89327
58663,89331
